Data Set 1:Time(s),Data Set 1:EKG(mV),Data Set 1:Heart Rate(bpm),Data Set 2:Time(s),Data Set 2:EKG(mV),Data Set 2:Heart Rate(bpm)
0,0,79.545455932617188,0,0.19352635741233826,82.191780090332031
0.0050000000000000001,0,,0.0025000000000000001,0.19422352313995361,
0.01,0,,0.0050000000000000001,0.19475242495536804,
0.014999999999999999,0,,0.0074999999999999997,0.19523322582244873,
0.02,0,,0.01,0.19573807716369629,
0.025000000000000001,0,,0.012500000000000001,0.1961948573589325,
0.029999999999999999,0,,0.014999999999999999,0.19626697897911072,
0.035000000000000003,0,,0.017500000000000002,0.1953534334897995,
0.040000000000000001,0,,0.02,0.19359847903251648,
0.044999999999999998,0,,0.022499999999999999,0.18782874941825867,
0.050000000000000003,0,,0.025000000000000001,0.18455922603607178,
0.055,0,,0.0275,0.18201093375682831,
0.059999999999999998,0,,0.029999999999999999,0.18107335269451141,
0.065000000000000002,0,,0.032500000000000001,0.18756429851055145,
0.070000000000000007,0,,0.035000000000000003,0.19607464969158173,
0.074999999999999997,0,,0.037499999999999999,0.20787855982780457,
0.080000000000000002,0,,0.040000000000000001,0.22189418971538544,
0.085000000000000006,0,,0.042500000000000003,0.24812242388725281,
0.089999999999999997,0,,0.044999999999999998,0.25470954179763794,
0.095000000000000001,0,,0.047500000000000001,0.25271415710449219,
0.10000000000000001,0,,0.050000000000000003,0.23929953575134277,
0.105,0,,0.052499999999999998,0.17136096954345703,
0.11,0,,0.055,0.11659662425518036,
0.115,0,,0.057500000000000002,0.050413012504577637,
0.12,0,,0.059999999999999998,-0.023631852120161057,
0.125,0,,0.0625,-0.17597675323486328,
0.13,0.12157301604747772,,0.065000000000000002,-0.24391531944274902,
0.13500000000000001,0.12181341648101807,,0.067500000000000004,-0.3001701831817627,
0.14000000000000001,0.12873709201812744,,0.070000000000000007,-0.3415679931640625,
0.14499999999999999,0.13566076755523682,,0.072499999999999995,-0.37527284026145935,
0.14999999999999999,0.14568567276000977,,0.074999999999999997,-0.36971947550773621,
0.155,0.14967641234397888,,0.077499999999999999,-0.35320362448692322,
0.16,0.14746467769145966,,0.080000000000000002,-0.3299083411693573,
0.16500000000000001,0.13943514227867126,,0.082500000000000004,-0.28086563944816589,
0.17000000000000001,0.12092392146587372,,0.085000000000000006,-0.26276311278343201,
0.17499999999999999,0.10948061943054199,,0.087499999999999994,-0.25230547785758972,
0.17999999999999999,0.10380705446004868,,0.089999999999999997,-0.25038224458694458,
0.185,0.11015375703573227,,0.092499999999999999,-0.26886940002441406,
0.19,0.12861689925193787,,0.095000000000000001,-0.28512081503868103,
0.19500000000000001,0.13823311030864716,,0.097500000000000003,-0.30226171016693115,
0.20000000000000001,0.13388177752494812,,0.10000000000000001,-0.31735917925834656,
0.20499999999999999,0.11498590558767319,,0.10249999999999999,-0.33190369606018066,
0.20999999999999999,0.069092512130737305,,0.105,-0.32861015200614929,
0.215,0.035628080368041992,,0.1075,-0.31800827383995056,
0.22,-0.0031012296676635742,,0.11,-0.30108374357223511,
0.22500000000000001,-0.015458067879080772,,0.1125,-0.25574326515197754,
0.23000000000000001,-0.012068351730704308,,0.115,-0.2321835458278656,
0.23499999999999999,0.0020194053649902344,,0.11749999999999999,-0.21131634712219238,
0.23999999999999999,0.03214220330119133,,0.12,-0.19530534744262695,
0.245,0.052384339272975922,,0.1225,-0.18309275805950165,
0.25,0.073972746729850769,,0.125,-0.18751621246337891,
0.255,0.0791655033826828,,0.1275,-0.19782960414886475,
0.26000000000000001,0.072602435946464539,,0.13,-0.22888998687267303,
0.26500000000000001,0.061471663415431976,,0.13250000000000001,-0.24485290050506592,
0.27000000000000002,0.042311351746320724,,0.13500000000000001,-0.25790691375732422,
0.27500000000000002,0.031781595200300217,,0.13750000000000001,-0.26600858569145203,
0.28000000000000003,0.022117298096418381,,0.14000000000000001,-0.26788374781608582,
0.28499999999999998,0.019040107727050781,,0.14249999999999999,-0.25184869766235352,
0.28999999999999998,0.016636054962873459,,0.14499999999999999,-0.2355492115020752,
0.29499999999999998,0.015458067879080772,,0.14749999999999999,-0.21600425243377686,
0.29999999999999999,0.014352202415466309,,0.14999999999999999,-0.1760488748550415,
0.30499999999999999,0.014207959175109863,,0.1525,-0.1599176824092865,
0.31,0.013438662514090538,,0.155,-0.148546501994133,
0.315,0.010481676086783409,,0.1575,-0.14272868633270264,
0.32000000000000001,-0.0013703107833862305,,0.16,-0.14765700697898865,
0.32500000000000001,-0.014760891906917095,,0.16250000000000001,-0.1567443311214447,
0.33000000000000002,-0.040075581520795822,,0.16500000000000001,-0.16852419078350067,
0.33500000000000002,-0.057024162262678146,,0.16750000000000001,-0.18138587474822998,
0.34000000000000002,-0.077290341258049011,,0.17000000000000001,-0.20496964454650879,
0.34499999999999997,-0.085993014276027679,,0.17249999999999999,-0.2137204110622406,
0.34999999999999998,-0.093325376510620117,,0.17499999999999999,-0.2198747843503952,
0.35499999999999998,-0.09654681384563446,,0.17749999999999999,-0.22340874373912811,
0.35999999999999999,-0.10298967361450195,,0.17999999999999999,-0.22434632480144501,
0.36499999999999999,-0.11032204329967499,,0.1825,-0.22292792797088623,
0.37,-0.12787163257598877,,0.185,-0.22105276584625244,
0.375,-0.14414708316326141,,0.1875,-0.2192256897687912,
0.38,-0.17345249652862549,,0.19,-0.21674951910972595,
0.38500000000000001,-0.19323787093162537,,0.1925,-0.21619658172130585,
0.39000000000000001,-0.2161484956741333,,0.19500000000000001,-0.2159561812877655,
0.39500000000000002,-0.22302410006523132,,0.19750000000000001,-0.21581193804740906,
0.40000000000000002,-0.21845638751983643,,0.20000000000000001,-0.21499454975128174,
0.40500000000000003,-0.20807087421417236,,0.20250000000000001,-0.21412909030914307,
0.40999999999999998,-0.19160310924053192,,0.20499999999999999,-0.2129751443862915,
0.41499999999999998,-0.18696328997612,,0.20749999999999999,-0.2116769552230835,
0.41999999999999998,-0.19782960414886475,,0.20999999999999999,-0.20941714942455292,
0.42499999999999999,-0.2176390141248703,,0.21249999999999999,-0.20876805484294891,
0.42999999999999999,-0.25932532548904419,,0.215,-0.2085036039352417,
0.435,-0.28716427087783813,,0.2175,-0.20847956836223602,
0.44,-0.31190198659896851,,0.22,-0.20811896026134491,
0.44500000000000001,-0.30747851729393005,,0.2225,-0.20701310038566589,
0.45000000000000001,-0.25961381196975708,,0.22500000000000001,-0.20477733016014099,
0.45500000000000002,-0.20194053649902344,,0.22750000000000001,-0.20114719867706299,
0.46000000000000002,-0.098494097590446472,,0.23000000000000001,-0.1893913745880127,
0.46500000000000002,-0.042383473366498947,,0.23250000000000001,-0.1815541684627533,
0.46999999999999997,-0.030723810195922852,,0.23499999999999999,-0.17294764518737793,
0.47499999999999998,-0.099359557032585144,,0.23749999999999999,-0.16398052871227264,
0.47999999999999998,-0.33442795276641846,,0.23999999999999999,-0.14671942591667175,
0.48499999999999999,-0.56002438068389893,,0.24249999999999999,-0.13897836208343506,
0.48999999999999999,-0.91558396816253662,,0.245,-0.13191044330596924,
0.495,-1.0963928699493408,,0.2475,-0.1253233402967453,
0.5,-1.1844533681869507,,0.25,-0.11241357028484344,
0.505,-1.0993498563766479,,0.2525,-0.10548989474773407,
0.51000000000000001,-0.80083847045898438,,0.255,-0.097989246249198914,
0.51500000000000001,-0.55098515748977661,,0.25750000000000001,-0.090007781982421875,
0.52000000000000002,-0.21994690597057343,,0.26000000000000001,-0.081906124949455261,
0.52500000000000002,-0.076472960412502289,,0.26250000000000001,-0.067577958106994629,
0.53000000000000003,0.004567702766507864,,0.26500000000000001,-0.062673687934875488,
0.53500000000000003,-0.0096162166446447372,,0.26750000000000002,-0.060149431228637695,
0.54000000000000004,-0.075294971466064453,,0.27000000000000002,-0.063178539276123047,
0.54500000000000004,-0.12017866224050522,,0.27250000000000002,-0.068395338952541351,
0.55000000000000004,-0.16525468230247498,,0.27500000000000002,-0.075126692652702332,
0.55500000000000005,-0.17936646938323975,,0.27750000000000002,-0.082290768623352051,
0.56000000000000005,-0.18520832061767578,,0.28000000000000003,-0.092267595231533051,
0.56499999999999995,-0.18436691164970398,,0.28249999999999997,-0.092339716851711273,
0.56999999999999995,-0.18193881213665009,,0.28499999999999998,-0.087555646896362305,
0.57499999999999996,-0.18092910945415497,,0.28749999999999998,-0.077290341258049011,
0.57999999999999996,-0.18032810091972351,,0.28999999999999998,-0.040099620819091797,
0.58499999999999996,-0.1798713207244873,,0.29249999999999998,-0.014592608436942101,
0.58999999999999997,-0.17785191535949707,,0.29499999999999998,0.013655027374625206,
0.59499999999999997,-0.17549595236778259,,0.29749999999999999,0.042647920548915863,
0.59999999999999998,-0.17184178531169891,,0.29999999999999999,0.092916689813137054,
0.60499999999999998,-0.17061571776866913,,0.30249999999999999,0.10871132463216782,
0.60999999999999999,-0.1722264289855957,,0.30499999999999999,0.11448105424642563,
0.61499999999999999,-0.17549595236778259,,0.3075,0.10755737870931625,
0.62,-0.18191477656364441,,0.31,0.046686731278896332,
0.625,-0.18588146567344666,,0.3125,-0.010193189606070518,
0.63,-0.19032895565032959,,0.315,-0.085127554833889008,
0.63500000000000001,-0.19275705516338348,,0.3175,-0.17705857753753662,
0.64000000000000001,-0.19811809062957764,,0.32000000000000001,-0.40046733617782593,
0.64500000000000002,-0.20429651439189911,,0.32250000000000001,-0.52280962467193604,
0.65000000000000002,-0.21864871680736542,,0.32500000000000001,-0.64411818981170654,
0.65500000000000003,-0.23102959990501404,,0.32750000000000001,-0.75730109214782715,
0.66000000000000003,-0.25131982564926147,,0.33000000000000002,-0.93060934543609619,
0.66500000000000004,-0.26456615328788757,,0.33250000000000002,-0.97828173637390137,
0.67000000000000004,-0.28312546014785767,,0.33500000000000002,-0.99417251348495483,
0.67500000000000004,-0.29524189233779907,,0.33750000000000002,-0.97657483816146851,
0.68000000000000005,-0.31512340903282166,,0.34000000000000002,-0.84677994251251221,
0.68500000000000005,-0.33031702041625977,,0.34250000000000003,-0.74333351850509644,
0.68999999999999995,-0.3555595874786377,,0.34499999999999997,-0.62317889928817749,
0.69499999999999995,-0.37282070517539978,,0.34749999999999998,-0.49439370632171631,
0.69999999999999996,-0.3969573974609375,,0.34999999999999998,-0.24295370280742645,
0.70499999999999996,-0.41090092062950134,,0.35249999999999998,-0.13397793471813202,
0.70999999999999996,-0.42770525813102722,,0.35499999999999998,-0.04257579892873764,
0.71499999999999997,-0.43578287959098816,,0.35749999999999998,0.028920769691467285,
0.71999999999999997,-0.44184109568595886,,0.35999999999999999,0.11255781352519989,
0.72499999999999998,-0.44066309928894043,,0.36249999999999999,0.12871305644512177,
0.72999999999999998,-0.42897939682006836,,0.36499999999999999,0.13205468654632568,
0.73499999999999999,-0.41385790705680847,,0.36749999999999999,0.1261647641658783,
0.73999999999999999,-0.38032135367393494,,0.37,0.099696122109889984,
0.745,-0.35176119208335876,,0.3725,0.083925530314445496,
0.75,-0.30276656150817871,,0.375,0.068491503596305847,
0.755,-0.26831647753715515,,0.3775,0.05397101491689682,
0.76000000000000001,-0.21792750060558319,,0.38,0.028055310249328613,
0.76500000000000001,-0.18703541159629822,,0.38250000000000001,0.016251405701041222,
0.77000000000000002,-0.14640688896179199,,0.38500000000000001,0.0049763917922973633,
0.77500000000000002,-0.12332797050476074,,0.38750000000000001,-0.0057216486893594265,
0.78000000000000003,-0.094311043620109558,,0.39000000000000001,-0.024809837341308594,
0.78500000000000003,-0.078396201133728027,,0.39250000000000002,-0.032502811402082443,
0.79000000000000004,-0.059404175728559494,,0.39500000000000002,-0.038585066795349121,
0.79500000000000004,-0.050004325807094574,,0.39750000000000002,-0.042816203087568283,
0.80000000000000004,-0.040652554482221603,,0.40000000000000002,-0.045893393456935883,
0.80500000000000005,-0.037334959954023361,,0.40250000000000002,-0.045244298875331879,
0.81000000000000005,-0.03555595874786377,,0.40500000000000003,-0.043681662529706955,
0.81499999999999995,-0.035580001771450043,,0.40749999999999997,-0.041710339486598969,
0.81999999999999995,-0.035628080368041992,,0.40999999999999998,-0.038512945175170898,
0.82499999999999996,-0.034882824867963791,,0.41249999999999998,-0.03796001523733139,
0.82999999999999996,-0.032382607460021973,,0.41499999999999998,-0.038320623338222504,
0.83499999999999996,-0.030170878395438194,,0.41749999999999998,-0.039546690881252289,
0.83999999999999997,-0.027117729187011719,,0.41999999999999998,-0.043849945068359375,
0.84499999999999997,-0.025723379105329514,,0.42249999999999999,-0.046350162476301193,
0.84999999999999998,-0.024569433182477951,,0.42499999999999999,-0.048634015023708344,
0.85499999999999998,-0.024136703461408615,,0.42749999999999999,-0.050485134124755859,
0.85999999999999999,-0.023319324478507042,,0.42999999999999999,-0.052384339272975922,
0.86499999999999999,-0.02245386503636837,,0.4325,-0.052456460893154144,
0.87,-0.020819108933210373,,0.435,-0.052167974412441254,
0.875,-0.019785365089774132,,0.4375,-0.051759283989667892,
0.88,-0.019304554909467697,,0.44,-0.05168716236948967,
0.88500000000000001,-0.020073851570487022,,0.4425,-0.052528582513332367,
0.89000000000000001,-0.022766392678022385,,0.44500000000000001,-0.05413929745554924,
0.89500000000000002,-0.024833878502249718,,0.44750000000000001,-0.056567393243312836,
0.90000000000000002,-0.026348432525992393,,0.45000000000000001,-0.06353914737701416,
0.90500000000000003,-0.025458931922912598,,0.45250000000000001,-0.067698165774345398,
0.91000000000000003,-0.021564364433288574,,0.45500000000000002,-0.072001419961452484,
0.91500000000000004,-0.018342932686209679,,0.45750000000000002,-0.076232552528381348,
0.92000000000000004,-0.014712810516357422,,0.46000000000000002,-0.083757244050502777,
0.92500000000000004,-0.013655027374625206,,0.46250000000000002,-0.086858473718166351,
0.93000000000000005,-0.013486742973327637,,0.46500000000000002,-0.08952697366476059,
0.93500000000000005,-0.013510784134268761,,0.46750000000000003,-0.091810822486877441,
0.93999999999999995,-0.012861689552664757,,0.46999999999999997,-0.095681354403495789,
0.94499999999999995,-0.01214047335088253,,0.47249999999999998,-0.097460351884365082,
0.94999999999999996,-0.011323094367980957,,0.47499999999999998,-0.099263392388820648,
0.95499999999999996,-0.011154810898005962,,0.47749999999999998,-0.10118663311004639,
0.95999999999999996,-0.010914405807852745,,0.47999999999999998,-0.10551393032073975,
0.96499999999999997,-0.0098566217347979546,,0.48249999999999998,-0.10806223005056381,
0.96999999999999997,-0.0086786355823278427,,0.48499999999999999,-0.11097113788127899,
0.97499999999999998,-0.0074766082689166069,,0.48749999999999999,-0.11431276798248291,
0.97999999999999998,-0.0065390272065997124,,0.48999999999999999,-0.12277504056692123,
0.98499999999999999,-0.0071160001680254936,,0.49249999999999999,-0.12803992629051208,
0.98999999999999999,-0.0079093379899859428,,0.495,-0.13409814238548279,
0.995,-0.0085824728012084961,,0.4975,-0.14085352420806885,
1,-0.0081978244706988335,80.898880004882812,0.5,-0.15597502887248993,
1.0049999999999999,-0.0071640810929238796,,0.50249999999999995,-0.1639324426651001,
1.01,-0.0050244731828570366,,0.505,-0.17184178531169891,
1.0149999999999999,-0.0032214324455708265,,0.50749999999999995,-0.17941455543041229,
1.02,-0.0024040541611611843,,0.51000000000000001,-0.19290129840373993,
1.0249999999999999,-0.0011539459228515625,,0.51249999999999996,-0.19867102801799774,
1.03,0.00014424324035644531,,0.51500000000000001,-0.20381569862365723,
1.0349999999999999,0.0032214324455708265,,0.51749999999999996,-0.20847956836223602,
1.04,0.0057456893846392632,,0.52000000000000002,-0.21718224883079529,
1.0449999999999999,0.0093277301639318466,,0.52249999999999996,-0.22162973880767822,
1.05,0.011010567657649517,,0.52500000000000002,-0.22636573016643524,
1.0549999999999999,0.012188553810119629,,0.52749999999999997,-0.2314382791519165,
1.0600000000000001,0.012308756820857525,,0.53000000000000003,-0.24266521632671356,
1.0649999999999999,0.012308756820857525,,0.53249999999999997,-0.24862727522850037,
1.0700000000000001,0.012501081451773643,,0.53500000000000003,-0.2546614408493042,
1.075,0.013102094642817974,,0.53749999999999998,-0.26059946417808533,
1.0800000000000001,0.013462702743709087,,0.54000000000000004,-0.27180236577987671,
1.085,0.013390581123530865,,0.54249999999999998,-0.27692300081253052,
1.0900000000000001,0.012837648391723633,,0.54500000000000004,-0.2817070484161377,
1.095,0.011587540619075298,,0.54749999999999999,-0.28613051772117615,
1.1000000000000001,0.010938446037471294,,0.55000000000000004,-0.29408794641494751,
1.105,0.011323094367980957,,0.55249999999999999,-0.29752573370933533,
1.1100000000000001,0.012981891632080078,,0.55500000000000005,-0.30050677061080933,
1.115,0.017573636025190353,,0.5575,-0.30291080474853516,
1.1200000000000001,0.021347999572753906,,0.56000000000000005,-0.30512255430221558,
1.125,0.026228230446577072,,0.5625,-0.30449748039245605,
1.1299999999999999,0.028007229790091515,,0.56499999999999995,-0.3024059534072876,
1.135,0.028175514191389084,,0.5675,-0.29867967963218689,
1.1399999999999999,0.027334094047546387,,0.56999999999999995,-0.28574585914611816,
1.145,0.026108026504516602,,0.57250000000000001,-0.27651429176330566,
1.1499999999999999,0.025675296783447266,,0.57499999999999996,-0.26552778482437134,
1.155,0.024665594100952148,,0.57750000000000001,-0.25295457243919373,
1.1599999999999999,0.022982757538557053,,0.57999999999999996,-0.22415399551391602,
1.165,0.018775662407279015,,0.58250000000000002,-0.20855168998241425,
1.1699999999999999,0.015890797600150108,,0.58499999999999996,-0.19258877635002136,
1.175,0.014207959175109863,,0.58750000000000002,-0.17655372619628906,
1.1799999999999999,0.015866756439208984,,0.58999999999999997,-0.14539718627929688,
1.1850000000000001,0.021684568375349045,,0.59250000000000003,-0.13061225414276123,
1.1899999999999999,0.025771459564566612,,0.59499999999999997,-0.11650045961141586,
1.1950000000000001,0.028007229790091515,,0.59750000000000003,-0.10306179523468018,
1.2,0.025194486603140831,,0.59999999999999998,-0.078300043940544128,
1.2050000000000001,0.014472405426204205,,0.60250000000000004,-0.066976949572563171,
1.21,0.0046638650819659233,,0.60499999999999998,-0.05642315000295639,
1.2150000000000001,-0.0092315673828125,,0.60750000000000004,-0.046686731278896332,
1.22,-0.015073418617248535,,0.60999999999999999,-0.030170878395438194,
1.2250000000000001,-0.015145540237426758,,0.61250000000000004,-0.023559730499982834,
1.23,-0.00891904067248106,,0.61499999999999999,-0.018150608986616135,
1.2350000000000001,0.0076208515092730522,,0.61750000000000005,-0.013871392235159874,
1.24,0.020939311012625694,,0.62,-0.0082218647003173828,
1.2450000000000001,0.039450526237487793,,0.62250000000000005,-0.0064188241958618164,
1.25,0.048369567841291428,,0.625,-0.0048561892472207546,
1.2549999999999999,0.054043136537075043,,0.62749999999999995,-0.0032935540657490492,
1.26,0.052360296249389648,,0.63,0.00086545944213867188,
1.2649999999999999,0.044258635491132736,,0.63249999999999995,0.0037262837868183851,
1.27,0.039282243698835373,,0.63500000000000001,0.0071160001680254936,
1.2749999999999999,0.044090352952480316,,0.63749999999999996,0.010818243026733398,
1.28,0.063010260462760925,,0.64000000000000001,0.018415054306387901,
1.2849999999999999,0.12099604308605194,,0.64249999999999996,0.021684568375349045,
1.29,0.17357270419597626,,0.64500000000000002,0.024256905540823936,
1.2949999999999999,0.24095833301544189,,0.64749999999999996,0.025915702804923058,
1.3,0.2485070675611496,,0.65000000000000002,0.026156108826398849,
1.3049999999999999,0.15188813209533691,,0.65249999999999997,0.024737715721130371,
1.3100000000000001,-4.8081081331474707e-05,,0.65500000000000003,0.022501945495605469,
1.3149999999999999,-0.33524534106254578,,0.65749999999999997,0.019617080688476562,
1.3200000000000001,-0.58257442712783813,,0.66000000000000003,0.012933811172842979,
1.325,-0.87250334024429321,,0.66249999999999998,0.0096642971038818359,
1.3300000000000001,-0.94909650087356567,,0.66500000000000004,0.0067794322967529297,
1.335,-0.84211611747741699,,0.66749999999999998,0.0044715404510498047,
1.3400000000000001,-0.64493560791015625,,0.67000000000000004,0.002259810920804739,
1.345,-0.2660326361656189,,0.67249999999999999,0.002476175781339407,
1.3500000000000001,-0.031445026397705078,,0.67500000000000004,0.0035580000840127468,
1.355,0.20376762747764587,,0.67749999999999999,0.0054331622086465359,
1.3600000000000001,0.26838859915733337,,0.68000000000000005,0.010746121406555176,
1.365,0.26011866331100464,,0.6825,0.013727148994803429,
1.3700000000000001,0.21915356814861298,,0.68500000000000005,0.016612013801932335,
1.375,0.15506148338317871,,0.6875,0.019160311669111252,
1.3799999999999999,0.1252271831035614,,0.68999999999999995,0.022477906197309494,
1.385,0.10181169211864471,,0.6925,0.023054879158735275,
1.3899999999999999,0.094960138201713562,,0.69499999999999995,0.02291063591837883,
1.395,0.088709592819213867,,0.69750000000000001,0.022117298096418381,
1.3999999999999999,0.084526538848876953,,0.69999999999999996,0.019160311669111252,
1.405,0.077554784715175629,,0.70250000000000001,0.017309188842773438,
1.4099999999999999,0.073083244264125824,,0.70499999999999996,0.015434026718139648,
1.415,0.067794322967529297,,0.70750000000000002,0.013679067604243755,
1.4199999999999999,0.065390273928642273,,0.70999999999999996,0.010842284187674522,
1.425,0.062553487718105316,,0.71250000000000002,0.0098325815051794052,
1.4299999999999999,0.060317717492580414,,0.71499999999999997,0.0090873241424560547,
1.4350000000000001,0.055269204080104828,,0.71750000000000003,0.0085343923419713974,
1.4399999999999999,0.050797663629055023,,0.71999999999999997,0.0077170133590698242,
1.4450000000000001,0.043609540909528732,,0.72250000000000003,0.0073083243332803249,
1.45,0.039234161376953125,,0.72499999999999998,0.0068034729920327663,
1.4550000000000001,0.033704839646816254,,0.72750000000000004,0.0061784191057085991,
1.46,0.030194919556379318,,0.72999999999999998,0.0044955811463296413,
1.4650000000000001,0.024040540680289268,,0.73250000000000004,0.0035099189262837172,
1.47,0.018895864486694336,,0.73499999999999999,0.0024521350860595703,
1.4750000000000001,0.0097845001146197319,,0.73750000000000004,0.0014424324035644531,
1.48,0.0030771892052143812,,0.73999999999999999,-0.00048081082059070468,
1.4850000000000001,-0.0079574193805456161,,0.74250000000000005,-0.0013462703209370375,
1.49,-0.016491811722517014,,0.745,-0.0021876893006265163,
1.4950000000000001,-0.032262407243251801,,0.74750000000000005,-0.0031493108253926039,
1.5,-0.045124094933271408,,0.75,-0.0056735677644610405,
1.5049999999999999,-0.067529879510402679,,0.75249999999999995,-0.0074285268783569336,
1.51,-0.083733201026916504,,0.755,-0.0095681352540850639,
1.5149999999999999,-0.10851900279521942,,0.75749999999999995,-0.014736851677298546,
1.52,-0.12484252452850342,,0.76000000000000001,-0.017501514405012131,
1.5249999999999999,-0.14857053756713867,,0.76249999999999996,-0.020121932029724121,
1.53,-0.16366800665855408,,0.76500000000000001,-0.022405784577131271,
1.5349999999999999,-0.18422266840934753,,0.76749999999999996,-0.025290649384260178,
1.54,-0.19578616321086884,,0.77000000000000002,-0.025723379105329514,
1.5449999999999999,-0.20852765440940857,,0.77249999999999996,-0.025507014244794846,
1.55,-0.21335980296134949,,0.77500000000000002,-0.024809837341308594,
1.5549999999999999,-0.21427333354949951,,0.77749999999999997,-0.022814473137259483,
1.5600000000000001,-0.20994603633880615,,0.78000000000000003,-0.021949013695120811,
1.5649999999999999,-0.19453606009483337,,0.78249999999999997,-0.021420121192932129,
1.5700000000000001,-0.17751535773277283,,0.78500000000000003,-0.021299919113516808,
1.575,-0.14157474040985107,,0.78749999999999998,-0.022189419716596603,
1.5800000000000001,-0.111620232462883,,0.79000000000000004,-0.02291063591837883,
1.585,-0.061135094612836838,,0.79249999999999998,-0.023583769798278809,
1.5900000000000001,-0.026372473686933517,,0.79500000000000004,-0.024016499519348145,
1.595,0.023054879158735275,,0.79749999999999999,-0.023607810959219933,
1.6000000000000001,0.052192013710737228,,0.80000000000000004,-0.022766392678022385,
1.605,0.088204741477966309,,0.80249999999999999,-0.021636486053466797,
1.6100000000000001,0.10678808391094208,,0.80500000000000005,-0.020410418510437012,
1.615,0.12727062404155731,,0.8075,-0.018583338707685471,
1.6200000000000001,0.13703107833862305,,0.81000000000000005,-0.018391013145446777,
1.625,0.14787337183952332,,0.8125,-0.018823742866516113,
1.6299999999999999,0.15352289378643036,,0.81499999999999995,-0.019929608330130577,
1.635,0.16035041213035583,,0.8175,-0.023776095360517502,
1.6399999999999999,0.1638362854719162,,0.81999999999999995,-0.026180148124694824,
1.645,0.16725003719329834,,0.82250000000000001,-0.028632283210754395,
1.6499999999999999,0.16835591197013855,,0.82499999999999996,-0.030988257378339767,
1.655,0.16886076331138611,,0.82750000000000001,-0.034954946488142014,
1.6599999999999999,0.16895692050457001,,0.82999999999999996,-0.036517582833766937,
1.665,0.16929349303245544,,0.83250000000000002,-0.037863850593566895,
1.6699999999999999,0.16972622275352478,,0.83499999999999996,-0.039113961160182953,
1.675,0.17039935290813446,,0.83750000000000002,-0.041878622025251389,
1.6799999999999999,0.17068783938884735,,0.83999999999999997,-0.04365762323141098,
1.6850000000000001,0.17080804705619812,,0.84250000000000003,-0.045749150216579437,
1.6899999999999999,0.1708320826292038,,0.84499999999999997,-0.048201285302639008,
1.6950000000000001,0.17097632586956024,,0.84750000000000003,-0.050965946167707443,
1.7,0.17114460468292236,,0.84999999999999998,-0.056976079940795898,
1.7050000000000001,0.17128884792327881,,0.85250000000000004,-0.059957109391689301,
1.71,0.17119269073009491,,0.85499999999999998,-0.062769852578639984,
1.7150000000000001,0.17078399658203125,,0.85750000000000004,-0.067313514649868011,
1.72,0.17044743895530701,,0.85999999999999999,-0.068924233317375183,
1.7250000000000001,0.17001470923423767,,0.86250000000000004,-0.070054136216640472,
1.73,0.16970217227935791,,0.86499999999999999,-0.070751309394836426,
1.7350000000000001,0.16878864169120789,,0.86750000000000005,-0.070943638682365417,
1.74,0.1675625741481781,,0.87,-0.070631109178066254,
1.7450000000000001,0.16474983096122742,,0.87250000000000005,-0.070150300860404968,
1.75,0.16256213188171387,,0.875,-0.06964544951915741,
1.7549999999999999,0.15972535312175751,,0.87749999999999995,-0.069140598177909851,
1.76,0.15864352881908417,,0.88,-0.069453120231628418,
1.7649999999999999,0.15845119953155518,,0.88249999999999995,-0.070414744317531586,
1.77,0.15895605087280273,,0.88500000000000001,-0.072169706225395203,
1.7749999999999999,0.15967726707458496,,0.88749999999999996,-0.078708730638027191,
