Data Set 1:Time(s),Data Set 1:EKG(mV),Data Set 1:Heart Rate(bpm)
0,0.095080338418483734,94.488189697265625
0.0025000000000000001,0.10633131116628647,
0.0050000000000000001,0.11808713525533676,
0.0074999999999999997,0.129241943359375,
0.01,0.13868987560272217,
0.012500000000000001,0.14549335837364197,
0.014999999999999999,0.14878690242767334,
0.017500000000000002,0.13801674544811249,
0.02,0.12847265601158142,
0.022499999999999999,0.11722167581319809,
0.025000000000000001,0.10522544384002686,
0.0275,0.082483097910881042,
0.029999999999999999,0.07317940890789032,
0.032500000000000001,0.065847039222717285,
0.035000000000000003,0.060702364891767502,
0.037499999999999999,0.057697296142578125,
0.040000000000000001,0.056903958320617676,
0.042500000000000003,0.058298312127590179,
0.044999999999999998,0.060293674468994141,
0.047500000000000001,0.064356528222560883,
0.050000000000000003,0.065895125269889832,
0.052499999999999998,0.066952906548976898,
0.055,0.067505836486816406,
0.057500000000000002,0.067505836486816406,
0.059999999999999998,0.067193314433097839,
0.0625,0.066832706332206726,
0.065000000000000002,0.066424012184143066,
0.067500000000000004,0.065270066261291504,
0.070000000000000007,0.06428440660238266,
0.072499999999999995,0.06286601722240448,
0.074999999999999997,0.060846608132123947,
0.077499999999999999,0.054860513657331467,
0.080000000000000002,0.050941906869411469,
0.082500000000000004,0.046614609658718109,
0.085000000000000006,0.042119026184082031,
0.087499999999999994,0.034017365425825119,
0.089999999999999997,0.031132500618696213,
0.092499999999999999,0.029497742652893066,
0.095000000000000001,0.029329460114240646,
0.097500000000000003,0.03368079662322998,
0.10000000000000001,0.037863850593566895,
0.10249999999999999,0.042840242385864258,
0.105,0.048081081360578537,
0.1075,0.056807797402143478,
0.11,0.059259932488203049,
0.1125,0.06000518798828125,
0.115,0.059067606925964355,
0.11749999999999999,0.053394041955471039,
0.12,0.049812000244855881,
0.1225,0.046638648957014084,
0.125,0.044499039649963379,
0.1275,0.044619243592023849,
0.13,0.046879053115844727,
0.13250000000000001,0.050124526023864746,
0.13500000000000001,0.053658485412597656,
0.13750000000000001,0.058442555367946625,
0.14000000000000001,0.058226190507411957,
0.14249999999999999,0.055605769157409668,
0.14499999999999999,0.050485134124755859,
0.14749999999999999,0.034161608666181564,
0.14999999999999999,0.024425189942121506,
0.1525,0.01490513514727354,
0.155,0.0066832704469561577,
0.1575,-0.0024521350860595703,
0.16,-0.002307891845703125,
0.16250000000000001,0.0011058648815378547,
0.16500000000000001,0.0074285268783569336,
0.16750000000000001,0.026252269744873047,
0.17000000000000001,0.037070512771606445,
0.17249999999999999,0.047768555581569672,
0.17499999999999999,0.057745378464460373,
0.17749999999999999,0.073948703706264496,
0.17999999999999999,0.079982876777648926,
0.1825,0.084598660469055176,
0.185,0.087772011756896973,
0.1875,0.08907020092010498,
0.19,0.086449787020683289,
