Data Set 1:Time(s),Data Set 1:EKG(mV),Data Set 1:Heart Rate(bpm)
0,0.02490600012242794,90.395477294921875
0.0025000000000000001,0.024593472480773926,
0.0050000000000000001,0.023343365639448166,
0.0074999999999999997,0.020939311012625694,
0.01,0.017333230003714561,
0.012500000000000001,0.012789567932486534,
0.014999999999999999,-9.6162162662949413e-05,
0.017500000000000002,-0.00086545944213867188,
0.02,0.0017790000420063734,
0.022499999999999999,0.0085103511810302734,
0.025000000000000001,0.03447413444519043,
0.0275,0.052336256951093674,
0.029999999999999999,0.071664854884147644,
0.032500000000000001,0.090536676347255707,
0.035000000000000003,0.11948148906230927,
0.037499999999999999,0.12654940783977509,
0.040000000000000001,0.1276552677154541,
0.042500000000000003,0.12306352704763412,
0.044999999999999998,0.10166744887828827,
0.047500000000000001,0.088517270982265472,
0.050000000000000003,0.076448917388916016,
0.052499999999999998,0.067217350006103516,
0.055,0.061135094612836838,
0.057500000000000002,0.06423632800579071,
0.059999999999999998,0.070246458053588867,
0.0625,0.077650949358940125,
0.065000000000000002,0.090488597750663757,
0.067500000000000004,0.093734070658683777,
0.070000000000000007,0.09447932243347168,
0.072499999999999995,0.093325376510620117,
0.074999999999999997,0.090488597750663757,
0.077499999999999999,0.091858908534049988,
0.080000000000000002,0.096763178706169128,
0.082500000000000004,0.10565817356109619,
0.085000000000000006,0.13311247527599335,
0.087499999999999994,0.148546501994133,
0.089999999999999997,0.16217748820781708,
0.092499999999999999,0.17169754207134247,
0.095000000000000001,0.17160138487815857,
0.097500000000000003,0.16063889861106873,
0.10000000000000001,0.14325758814811707,
0.10249999999999999,0.12118836492300034,
0.105,0.072914958000183105,
0.1075,0.051927566528320312,
0.11,0.035868488252162933,
0.1125,0.025915702804923058,
0.115,0.02461751364171505,
0.11749999999999999,0.031300783157348633,
0.12,0.040700636804103851,
0.1225,0.050917863845825195,
0.125,0.067698165774345398,
0.1275,0.07248222827911377,
0.13,0.074742041528224945,
0.13250000000000001,0.074982449412345886,
0.13500000000000001,0.073155365884304047,
0.13750000000000001,0.072963044047355652,
0.14000000000000001,0.074020825326442719,
0.14249999999999999,0.076376795768737793,
0.14499999999999999,0.082627341151237488,
0.14749999999999999,0.084406338632106781,
0.14999999999999999,0.083516836166381836,
0.1525,0.078756809234619141,
0.155,0.054451823234558105,
0.1575,0.034834742546081543,
