Data Set 1:Time(s),Data Set 1:EKG(mV),Data Set 1:Heart Rate(bpm)
0,0,69.970848083496094
0.02,0,
0.040000000000000001,0,
0.059999999999999998,0,
0.080000000000000002,0,
0.10000000000000001,0,
0.12,0,
0.14000000000000001,-0.18792490661144257,
0.16,-0.092387795448303223,
0.17999999999999999,-0.059332054108381271,
0.20000000000000001,-0.039666891098022461,
0.22,-0.027165811508893967,
0.23999999999999999,7.2121620178222656e-05,
0.26000000000000001,0.044426918029785156,
0.28000000000000003,0.11024992167949677,
0.29999999999999999,0.17003874480724335,
0.32000000000000001,0.16780297458171844,
0.34000000000000002,0.083853408694267273,
0.35999999999999999,-0.031156539916992188,
0.38,-0.094863973557949066,
0.40000000000000002,-0.11051436513662338,
0.41999999999999998,-0.10623514652252197,
0.44,-0.1036868542432785,
0.46000000000000002,-0.10594666004180908,
0.47999999999999998,-0.09875854104757309,
0.5,-0.10183572769165039,
0.52000000000000002,-0.10517736524343491,
0.54000000000000004,-0.08769989013671875,
0.56000000000000005,-0.072241827845573425,
0.57999999999999996,-0.07277071475982666,
0.59999999999999998,-0.074044868350028992,
0.62,-0.059812866151332855,
0.64000000000000001,-0.055653851479291916,
0.66000000000000003,-0.045941472053527832,
0.68000000000000005,-0.046013593673706055,
0.69999999999999996,-0.019977688789367676,
0.71999999999999997,-0.0021155676804482937,
0.73999999999999999,-0.039739012718200684,
0.76000000000000001,-0.057601135224103928,
0.78000000000000003,-0.150686115026474,
0.80000000000000004,-0.086906552314758301,
0.81999999999999995,0.58500254154205322,
0.83999999999999997,0.36959928274154663,
0.85999999999999999,-0.18511216342449188,
0.88,-0.12760719656944275,
0.90000000000000002,-0.057961743324995041,
0.92000000000000004,-0.052504539489746094,
0.93999999999999995,-0.038200419396162033,
0.95999999999999996,-0.0076208515092730522,
0.97999999999999998,0.028295716270804405,
1,0.076881647109985352,65.934066772460938
1.02,0.1453731507062912,
1.04,0.17701050639152527,
1.0600000000000001,0.13025164604187012,
1.0800000000000001,0.021420121192932129,
1.1000000000000001,-0.074020825326442719,
1.1200000000000001,-0.11000951379537582,
1.1399999999999999,-0.10722081363201141,
1.1599999999999999,-0.10399937629699707,
1.1799999999999999,-0.10945658385753632,
1.2,-0.10717272758483887,
1.22,-0.10544180870056152,
1.24,-0.095344781875610352,
1.26,-0.084214016795158386,
1.28,-0.082675419747829437,
1.3,-0.077482663094997406,
1.3200000000000001,-0.075992152094841003,
1.3400000000000001,-0.072890922427177429,
1.3600000000000001,-0.07168889045715332,
1.3799999999999999,-0.062072675675153732,
1.3999999999999999,-0.054716270416975021,
1.4199999999999999,-0.035459797829389572,
1.4399999999999999,-0.020218094810843468,
1.46,-0.055846177041530609,
1.48,-0.074982449412345886,
1.5,-0.15107075870037079,
1.52,-0.11306266486644745,
1.54,0.51764094829559326,
1.5600000000000001,0.36438247561454773,
1.5800000000000001,-0.18217921257019043,
1.6000000000000001,-0.14015635848045349,
1.6200000000000001,-0.074285268783569336,
1.6399999999999999,-0.060029231011867523,
1.6599999999999999,-0.035700201988220215,
1.6799999999999999,-0.012837648391723633,
1.7,0.019448798149824142,
1.72,0.071761012077331543,
1.74,0.13292014598846436,
1.76,0.16071102023124695,
1.78,0.12123644351959229,
1.8,0.014039675705134869,
1.8200000000000001,-0.071664854884147644,
1.8400000000000001,-0.11041820049285889,
1.8600000000000001,-0.11493782699108124,
1.8799999999999999,-0.10693232715129852,
1.8999999999999999,-0.10974507033824921,
1.9199999999999999,-0.12157301604747772,
1.9399999999999999,-0.10734101384878159,
1.96,-0.095200538635253906,
1.98,-0.086017057299613953,
2,-0.076280638575553894,73.770492553710938
2.02,-0.079718433320522308,
2.04,-0.072987079620361328,
2.0600000000000001,-0.071568690240383148,
2.0800000000000001,-0.074020825326442719,
2.1000000000000001,-0.073804460465908051,
2.1200000000000001,-0.06216883659362793,
2.1400000000000001,-0.055870216339826584,
2.1600000000000001,-0.049210987985134125,
2.1800000000000002,-0.022958716377615929,
2.2000000000000002,-0.03031512163579464,
2.2200000000000002,-0.067409679293632507,
2.2400000000000002,-0.083949565887451172,
2.2599999999999998,-0.19328594207763672,
2.2799999999999998,0.13573288917541504,
2.2999999999999998,0.6239241361618042,
2.3199999999999998,0.057480931282043457,
2.3399999999999999,-0.20528218150138855,
2.3599999999999999,-0.10190784931182861,
2.3799999999999999,-0.063731476664543152,
2.3999999999999999,-0.046710770577192307,
2.4199999999999999,-0.02815147303044796,
2.4399999999999999,-0.0062505407258868217,
2.46,0.031156539916992188,
2.48,0.098686419427394867,
2.5,0.16073505580425262,
2.52,0.16042253375053406,
2.54,0.091089606285095215,
2.5600000000000001,-0.021107595413923264,
2.5800000000000001,-0.088565349578857422,
2.6000000000000001,-0.10409554094076157,
2.6200000000000001,-0.10823051631450653,
2.6400000000000001,-0.1084468811750412,
2.6600000000000001,-0.10520140826702118,
2.6800000000000002,-0.10580241680145264,
2.7000000000000002,-0.098878741264343262,
2.7200000000000002,-0.091161727905273438,
2.7400000000000002,-0.089022122323513031,
2.7599999999999998,-0.069621406495571136,
2.7799999999999998,-0.066592298448085785,
2.7999999999999998,-0.07346789538860321,
2.8199999999999998,-0.069212719798088074,
2.8399999999999999,-0.070462822914123535,
2.8599999999999999,-0.064789257943630219,
2.8799999999999999,-0.058178108185529709,
2.8999999999999999,-0.050797663629055023,
2.9199999999999999,-0.050509177148342133,
2.9399999999999999,-0.024377107620239258,
2.96,0.00081737840082496405,
2.98,-0.044931769371032715,
3,-0.065678760409355164,72.580642700195312
3.02,-0.14176706969738007,
3.04,-0.092748403549194336,
3.0600000000000001,0.55293244123458862,
3.0800000000000001,0.38524967432022095,
3.1000000000000001,-0.1639324426651001,
3.1200000000000001,-0.11900067329406738,
3.1400000000000001,-0.062192879617214203,
3.1600000000000001,-0.041854582726955414,
3.1800000000000002,-0.019809406250715256,
3.2000000000000002,0.0015145540237426758,
3.2200000000000002,0.028704404830932617,
3.2400000000000002,0.087098881602287292,
3.2599999999999998,0.15847525000572205,
3.2799999999999998,0.19867102801799774,
3.2999999999999998,0.15739342570304871,
3.3199999999999998,0.040099620819091797,
3.3399999999999999,-0.043272972106933594,
3.3599999999999999,-0.085848771035671234,
3.3799999999999999,-0.10046541690826416,
3.3999999999999999,-0.099816322326660156,
3.4199999999999999,-0.089358687400817871,
3.4399999999999999,-0.08810858428478241,
3.46,-0.096402570605278015,
3.48,-0.089358687400817871,
3.5,-0.079886719584465027,
3.52,-0.074645876884460449,
3.54,-0.069140598177909851,
3.5600000000000001,-0.060678325593471527,
3.5800000000000001,-0.064452692866325378,
3.6000000000000001,-0.055966377258300781,
3.6200000000000001,-0.053081512451171875,
3.6400000000000001,-0.051062107086181641,
3.6600000000000001,-0.039594769477844238,
3.6800000000000002,-0.03829658031463623,
3.7000000000000002,-0.036421418190002441,
3.7200000000000002,-0.00014424324035644531,
3.7400000000000002,0.009135405533015728,
3.7599999999999998,-0.028560161590576172,
3.7799999999999998,-0.044234596192836761,
3.7999999999999998,-0.12142877280712128,
3.8199999999999998,-0.078300043940544128,
3.8399999999999999,0.57846349477767944,
3.8599999999999999,0.39311093091964722,
3.8799999999999999,-0.16977429389953613,
3.8999999999999999,-0.11243760585784912,
3.9199999999999999,-0.045701067894697189,
3.9399999999999999,-0.031805634498596191,
3.96,-0.0055774054490029812,
3.98,0.01538594625890255,
4,0.04228731244802475,72.289154052734375
4.0199999999999996,0.10246078670024872,
4.04,0.169149249792099,
4.0599999999999996,0.20554661750793457,
4.0800000000000001,0.16893288493156433,
4.0999999999999996,0.053586363792419434,
4.1200000000000001,-0.037190716713666916,
4.1399999999999997,-0.082122489809989929,
4.1600000000000001,-0.086017057299613953,
4.1799999999999997,-0.081569552421569824,
4.2000000000000002,-0.078973174095153809,
4.2199999999999998,-0.078901052474975586,
4.2400000000000002,-0.076448917388916016,
4.2599999999999998,-0.069957971572875977,
4.2800000000000002,-0.053658485412597656,
4.2999999999999998,-0.049042701721191406,
4.3200000000000003,-0.047263704240322113,
4.3399999999999999,-0.050797663629055023,
4.3600000000000003,-0.046181879937648773,
4.3799999999999999,-0.04707137867808342,
4.4000000000000004,-0.053514242172241211,
